ID;Format;Title;Author_1;Author_2;Author_3;Author_4;Author_5;Author_Count;Journal_Name;Journal_Volume;Journal_Issue;Submission_Protocol;IPA;Data_Collection;Submission_Final;Review_Result;Submission_Revised;Submission_Acceptance;Publication;DOI;RR_Files;Additional_Links;Acceptance_Known;Pub_Year
547155;RR;Language complexity, belief-consistency, and the evaluation of policies;Goldberg, M.H.;Carmichael, C.L.;;;;2;Comprehensive Results in Social Psychology;2;2&3;6-10-2016;;;8-6-2017;;;9-11-2017;24-11-2017;https://doi.org/10.1080/23743603.2017.1404427;https://osf.io/dt2u2/;;TRUE;2017
510445;RR;Does volunteering improve well-being?;Whillans, A.V.;Seider, S.C.;Chen, L.;Dwyer, R.J.;Novick, S.;10;Comprehensive Results in Social Psychology;1;1&2&3;;;;;;;;26-1-2017;https://doi.org/10.1080/23743603.2016.1273647;;;FALSE;2017
689091;RR;Nudge me if you can - how defaults and attitude strength interact to change behavior;Vetter, M.;Kutzner, F;;;;2;Comprehensive Results in Social Psychology;1;1&2&3;;;;;;;;21-11-2014;https://doi.org/10.1080/23743603.2016.1139390;;;FALSE;2014
205281;RR;The effect of psychological distance on automatic goal contagion;Wessler, J.;Hansen, J.;;;;2;Comprehensive Results in Social Psychology;1;1&2&3;;;;;;;;21-3-2017;https://doi.org/10.1080/23743603.2017.1288877;;;FALSE;2017
847736;RR;Mimicry of ingroup and outgroup emotional expressions;Sachisthal, M.S.M.;Sauter, D.A.;Fischer, A.H.;;;3;Comprehensive Results in Social Psychology;1;1&2&3;;;;19-12-2016;;;23-12-2016;10-5-2017;https://doi.org/10.1080/23743603.2017.1298355;;;TRUE;2017
594264;RR;Revisiting and extending a response latency measure of inclusion of the other in the self;Zickfeld, J.H.;Schubert, T.W.;;;;2;Comprehensive Results in Social Psychology;1;1&2&3;;;;;;;;28-7-2017;https://doi.org/10.1080/23743603.2017.1298356;;;FALSE;2017
441361;RR;Drive the Lane; Together, Hard: An Examination of the Effects of Supportive Coplaying and Task Difficulty on Prosocial Behavior;Breuer, J.;Velez, J.;Bowman, N.;Wulf, T.;Bente, G.;5;Journal of Media Psychology;29;1;;;;29-1-2016;;2-12-2016;2-12-2016;21-3-2017;https://doi.org/10.1027/1864-1105/a000209;;;TRUE;2017
523608;RR;Video Game Use as Risk Exposure, Protective Incapacitation, or Inconsequential Activity Among University Students: Comparing Approaches in a Unique Risk Environment;Holz Ivory, A.;Ivory, J.D.;Lanier, M.;;;3;Journal of Media Psychology;29;1;;;;23-1-2016;;5-12-2016;14-12-2016;21-3-2017;https://doi.org/10.1027/1864-1105/a000210;https://osf.io/evknr/;;TRUE;2017
498061;RR;Interactive Narratives Affecting Social Change: A Closer Look at the Relationship Between Interactivity and Prosocial Behavior;Steinemann, S.T.;Iten, G.H.;Opwis, K.;Forde, S.F.;Frasseck, L.;6;Journal of Media Psychology;29;1;;;;15-1-2016;;14-12-2016;15-12-2016;21-3-2017;https://doi.org/10.1027/1864-1105/a000211;https://osf.io/jstzv/files;;TRUE;2017
561528;RR;The Impact of Immersive Technology on Nature Relatedness and Pro-Environmental Behavior;Soliman, M.;Peetz, J.;Davydenko, M.;;;3;Journal of Media Psychology;29;1;;;;15-1-2016;;29-12-2016;10-1-2017;21-3-2017;https://doi.org/10.1027/1864-1105/a000213;https://osf.io/76796;;TRUE;2017
27345;RR;Effects of Subtitles, Complexity, and Language Proficiency on Learning From Online Education Videos;van der Zee, T.;Admiraal, W.;Paas, F.;Saab, N.;Giesbers, B.;5;Journal of Media Psychology;29;1;;;;25-1-2016;;30-11-2016;2-12-2016;21-3-2017;https://doi.org/10.1027/1864-1105/a000208;https://osf.io/n6zuf/;;TRUE;2017
625148;RR;Evaluative Priming in the Pronunciation Task: A Preregistered Replication and Extension;Klauer, K.C.;Becker, M.;Spruyt, M.;;;3;Experimental Psychology;63;1;;;;14-8-2014;;8-9-2015;7-10-2015;29-3-2016;https://doi.org/10.1027/1618-3169/a000286;;;TRUE;2016
992478;CR;Exploring the Subjective Feeling of Fluency;Forster, M.;Leder, H.;Ansorge, U.;;;3;Experimental Psychology;63;1;;;;11-4-2014;;1-9-2015;1-9-2015;29-3-2016;https://doi.org/10.1027/1618-3169/a000311;;;TRUE;2016
392326;CR;The Influence of Presentation Order on Category Transfer;Mathy, F.;Feldman, J.;;;;2;Experimental Psychology;63;1;;;;13-3-2015;;6-10-2015;14-10-2015;29-3-2016;https://doi.org/10.1027/1618-3169/a000312;;;TRUE;2016
455585;RR;Exploring the switching of the focus of attention within working memory: A combined event-related potential and behavioral study;Frenken, M.;Berti, S.;;;;2;International Journal of Psychophysiology;126;;;;;5-10-2017;;26-1-2018;27-1-2018;21-2-2018;https://doi.org/10.1016/j.ijpsycho.2018.01.012;;;TRUE;2018
604501;CR;Evaluating personality as a moderator of the association between life events stress and cardiovascular reactivity to acute stress;Gallagher, S.;ORiordan, A.;McMahon, G.;Craeven, A.M.;;4;International Journal of Psychophysiology;126;;;;;23-10-2017;;20-2-2018;21-2-2018;24-2-2018;https://doi.org/10.1016/j.ijpsycho.2018.02.009;;;TRUE;2018
139174;CR;Challenge and threat states: examining cardiovascular, cognitive and affective responses to two distinct laboratory stress tasks;Trotman, G.P.;Williams, S.E.;Quinton, M.L.;Veldhuijzen van Zanten, J.J.C.S.;;4;International Journal of Psychophysiology;126;;;;;21-9-2017;;15-1-2018;7-2-2018;2-3-2018;https://doi.org/10.1016/j.ijpsycho.2018.02.004;;;TRUE;2018
979837;CR;Aberrant resting-state functional brain networks in dyslexia: Symbolic mutual information analysis of neuromagnetic signals;Dimitriadis, S.I.;Simos, P.G.;Fletcher, J.M.;Papanicolaou, A.C.;;4;International Journal of Psychophysiology;126;;;;;17-2-2017;;22-1-2018;20-2-2018;21-2-2018;https://doi.org/10.1016/j.ijpsycho.2018.02.008;;;TRUE;2018
137638;CR;Dissociating absolute and relative reward- and punishment-related electrocortical processing: An event-related potential study;Wischnewski, M.;Schutter, D.J.L.G.;;;;2;International Journal of Psychophysiology;126;;;;;2-8-2017;;1-2-2018;21-2-2018;24-2-2018;https://doi.org/10.1016/j.ijpsycho.2018.02.010;;;TRUE;2018
695997;CR;Transient and sustained ERP activity related to feedback processing in the probabilistic selection task;West, R.;Bailey, K.;Anderson, S.;;;3;International Journal of Psychophysiology;126;;;;;3-7-2017;;10-2-2018;23-2-2018;27-2-2018;https://doi.org/10.1016/j.ijpsycho.2018.02.011;;;TRUE;2018
327915;RR;How robust is familiar face recognition? A repeat detection study of more than 1000 faces;Chapman, A.F.;Hawkins-Elder, H.;Susilo, T.;;;3;Royal Society Open Science;5;5;;;;8-6-2017;;;24-4-2018;30-5-2018;https://doi.org/10.1098/rsos.170634;https://osf.io/6p2k4/;;TRUE;2018
659533;CR;More than a sum of parts: robust face recognition by integrating variation;Menon, N.;Kemp, R.I.;White, D.;;;3;Royal Society Open Science;5;5;;;;27-12-2017;;;24-4-2018;30-5-2018;https://doi.org/10.1098/rsos.172381;;;TRUE;2018
846598;CR;Universals and cultural diversity in the expression of gratitude;Floyd, S.;Rossi, G.;Baranova, J.;Blythe, J.;Dingemanse, M.;8;Royal Society Open Science;5;5;;;;9-3-2018;;;17-4-2018;23-5-2018;https://doi.org/10.1098/rsos.180391;;;TRUE;2018
608675;CR;Urban regulatory focus: a new concept linking city size to human behaviour;Ross, G.M.;Portugali, J.;;;;2;Royal Society Open Science;5;5;;;;27-9-2017;;;13-4-2018;23-5-2018;https://doi.org/10.1098/rsos.171478;;;TRUE;2018
254200;CR;The influence of leg-to-body ratio, arm-to-body ratio and intra-limb ratio on male human attractiveness;Versluys, T.M.M.;Foley, R.A.;Skylark, W.J.;;;3;Royal Society Open Science;5;5;;;;2-11-2017;;;13-4-2018;16-5-2018;https://doi.org/10.1098/rsos.171790;;;TRUE;2018
581269;CR;Body ownership and agency altered by an electromyographically controlled robotic arm;Sato, Y.;Kawase, T.;Takano, K.;Spence, C.;Kansaku, K.;5;Royal Society Open Science;5;5;;;;11-12-2017;;;4-4-2018;9-5-2018;https://doi.org/10.1098/rsos.172170;;;TRUE;2018
124318;CR;Effects of exposure to bodies of different sizes on perception of and satisfaction with own body size: two randomized studies;Bould, H.;Carnegie, R.;Allward, H.;Bacon, E.;Lambe, E.;14;Royal Society Open Science;5;5;;;;14-9-2017;;;2-4-2018;9-5-2018;https://doi.org/10.1098/rsos.171387;;;TRUE;2018
305197;CR;Measuring visual search and distraction in immersive virtual reality;Olk, B.;Dinu, A.;Zielinski, D.J.;Kopper, R.;;4;Royal Society Open Science;5;5;;;;22-12-2017;;;27-3-2018;2-5-2018;https://doi.org/10.1098/rsos.172331;;;TRUE;2018
892622;CR;The robustness and generalizability of findings on spontaneous false belief sensitivity: a replication attempt;Schuwerik, T.;Priewasser, B.;Sodian, B.;Perner, J.;;4;Royal Society Open Science;5;5;;;;19-12-2017;;;23-3-2018;2-5-2018;https://doi.org/10.1098/rsos.172273;;;TRUE;2018
226229;RR;Impairment of manual but not saccadic response inhibition following acute alcohol intoxication;Campbell, A.E.;Chambers, C.D.;Allen, C.P.G.;Hedge, C.;Sumner, P.;5;Drug and Alcohol Dependence;181;;;;;9-9-2014;;19-8-2017;22-8-2017;20-9-2017;https://doi.org/10.1016/j.drugalcdep.2017.08.022;;;TRUE;2017
50094;CR;Social networking online to recover from opioid use disorder: A study of community interactions;DAgostino, A.R.;Optican, A.R.;Sowles, S.J.;Krauss, M.J.;Escobar Lee, K.;6;Drug and Alcohol Dependence;181;;;;;23-5-2017;;7-9-2017;8-9-2017;5-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.010;;;TRUE;2017
478079;CR;Recovery capital pathways: Modelling the components of recovery wellbeing;Cano, I.;Best, D.;Edwards, M.;Lehman, J.;;4;Drug and Alcohol Dependence;181;;;;;16-5-2017;;1-9-2017;2-9-2017;28-9-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.002;;;TRUE;2017
275441;CR;Recreational drug use and risk of HIV infection among men who have sex with men: A cross-sectional study in Shenzhen, China;Duan, C.;Wei, L.;Cai, Y.;Chen, L.;Au, W.W.;9;Drug and Alcohol Dependence;181;;;;;13-4-2017;;3-9-2017;6-9-2017;2-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.004;;;TRUE;2017
386977;CR;Social determinants of drug-related mortality in a general population;Ronka, S.;Karjalainen, K.;Martikainen, P.;Makela, P.;;4;Drug and Alcohol Dependence;181;;;;;16-5-2017;;2-9-2017;6-9-2017;4-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.005;;;TRUE;2017
512327;CR;Characteristics of self-inflicted drug overdose deaths in North Carolina;Austin, A.E.;Proescholdbell, S.K.;Creppage, K.E.;Asbun, A.;;4;Drug and Alcohol Dependence;181;;;;;1-8-2017;;8-9-2017;8-9-2017;10-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.014;;;TRUE;2017
888090;CR;Characteristics of drinking events associated with heavy episodic drinking among adolescents in the United States;Rossheim, M.E.;Stephenson, C.J.;Thombs, D.L.;Livingston, M.D.;Walters, S.T.;8;Drug and Alcohol Dependence;181;;;;;4-8-2017;;15-9-2017;16-9-2017;10-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.018;;;TRUE;2017
576235;CR;Linking patients with buprenorphine treatment in primary care: Predictors of engagement;Simon, C.B.;Tsui, J.I.;Merrill, J.O.;Adwell, A.;Tamru, E.;6;Drug and Alcohol Dependence;181;;;;;15-5-2017;;15-9-2017;16-9-2017;10-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.017;;;TRUE;2017
186780;CR;Serious suicide attempts in outpatients with multiple substance use disorders;Ickick, R.;Karstini, E.;Lepine, J-P.;Bloch, V.;Brousse, G.;7;Drug and Alcohol Dependence;181;;;;;15-3-2017;;29-8-2017;30-8-2017;23-9-2017;https://doi.org/10.1016/j.drugalcdep.2017.08.037;;;TRUE;2017
340563;CR;Clinician identification of elevated symptoms of depression among individuals seeking treatment for substance misuse;Hobden, B.;Carey, M.;Bryant, J.;Sanson-Fisher, R.;Oldmeadow, C.;5;Drug and Alcohol Dependence;181;;;;;24-5-2017;;6-9-2017;8-9-2017;7-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.013;;;TRUE;2017
657909;CR;Maintenance on naltrexone + amphetamine decreases cocaine-vs.-food choice in male rhesus monkeys;Moerke, M.J.;Banks, M.L.;Cheng, K.;Rice, K.C.;Stevens Negus, S.;5;Drug and Alcohol Dependence;181;;;;;28-7-2017;;1-9-2017;20-9-2017;13-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.020;;;TRUE;2017
703435;CR;Effects of lorcaserin (Belviq) on nicotine- and food-maintained responding in non-human primates;Jacobs, D.S.;Berkin, C.E.;Kohut, M.R.;Bergman, J.;Kohut, S.J.;5;Drug and Alcohol Dependence;181;;;;;5-4-2017;;5-9-2017;7-9-2017;10-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.008;;;TRUE;2017
158762;CR;Perceived harm as a mediator of the relationship between social norms and marijuana use and related consequences among American Indian youth;Prince, M.A.;Swaim, R.C.;Stanley, L.R.;Conner, B.T.;;4;Drug and Alcohol Dependence;181;;;;;12-6-2017;;20-9-2017;21-9-2017;12-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.021;;;TRUE;2017
402761;CR;Comparing the predictive validity of the four-factor and five-factor (bifactor) measurement structures of the drinking motives questionnaire;Lac, A.;Donaldson, C.D.;;;;2;Drug and Alcohol Dependence;181;;;;;12-5-2017;;1-9-2017;6-9-2017;7-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.012;;;TRUE;2017
741419;CR;Altered attentional control strategies but spared executive functioning in chronic cannabis users;Nusbaum, A.T.;Whitney, P.;Cuttler, C.;Spraldin, A.;Hinson, J.M.;6;Drug and Alcohol Dependence;181;;;;;10-7-2017;;14-9-2017;16-9-2017;12-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.019;;;TRUE;2017
740244;CR;Mental health of heroin users with differing injection drug use histories: A non-treatment sample of Mexican American young adult men;Nowotny, K.M.;Perdue, T.;Cepeda, A.;Valdez, A.;;4;Drug and Alcohol Dependence;181;;;;;10-4-2017;;26-8-2017;30-8-2017;7-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.08.041;;;TRUE;2017
425753;CR;Constipation and other common symptoms reported by women and men in methadone and buprenorphine maintenance treatment;Haber, P.S.;Elsayed, M.;Espinoza, D.;Lintzeris, N.;Veillard, A-S.;6;Drug and Alcohol Dependence;181;;;;;3-5-2017;;19-9-2017;23-9-2017;13-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.024;;;TRUE;2017
740761;CR;Hepatitis C antibody prevalence among Mexico City prisoners injecting legal and illegal substances;Silverman-Retana, O.;Servan-Mori, E.;McCoy, S.I.;Larney, S.;Bautista-Arredondo, S.;5;Drug and Alcohol Dependence;181;;;;;24-3-2017;;18-9-2017;23-9-2017;14-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.026;;;TRUE;2017
495872;CR;Early age of e-cigarette use onset mediates the association between impulsivity and e-cigarette use frequency in youth;Bold, K.W.;Morean, M.E.;Kong, G.;Simon, P.;Camenga, D.R.;7;Drug and Alcohol Dependence;181;;;;;15-2-2017;;22-9-2017;25-9-2017;13-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.025;;;TRUE;2017
498679;CR;Prevalence and pathways of recovery from drug and alcohol problems in the United States population: Implications for practice, research, and policy;Kelly, J.F.;Bergman, B.;Hoeppner, B.B.;Vilsaint, C.;White, W.L.;5;Drug and Alcohol Dependence;181;;;;;7-8-2017;;23-9-2017;26-9-2017;18-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.028;;;TRUE;2017
704576;CR;Anabolic steroid use among gay and bisexual men living in Australia and New Zealand: Associations with demographics, body dissatisfaction, eating disorder psychopathology, and quality of life;Griffiths, S.;Murray, S.B.;Dunn, M.;Blashill, A.J.;;4;Drug and Alcohol Dependence;181;;;;;21-6-2017;;10-10-2017;11-10-2017;18-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.10.003;;;TRUE;2017
564717;CR;Improving tobacco dependence treatment outcomes for smokers of lower socioeconomic status: A randomized clinical trial;Sheffer, C.E.;Bickel, W.K.;Franck, C.T.;Panissidi, L.;Pittman, J.C.;7;Drug and Alcohol Dependence;181;;;;;3-5-2017;;8-8-2017;3-9-2017;12-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.015;;;TRUE;2017
452501;CR;Rural and urban comparisons of polysubstance use profiles and associated injection behaviors among people who inject drugs in Puerto Rico;Hautala, D.;Abadie, R.;Khan, B.;Dombrowski, K.;;4;Drug and Alcohol Dependence;181;;;;;5-6-2017;;14-9-2017;23-9-2017;18-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.030;;;TRUE;2017
472131;CR;Exploring the perils of cross-national comparisons of drug prevalence: The effect of survey modality;Giommoni, L.;Reuter, P.;Kilmer, B.;;;3;Drug and Alcohol Dependence;181;;;;;26-6-2017;;23-9-2017;26-9-2017;18-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.027;;;TRUE;2017
258586;CR;Prescribing patterns of buprenorphine waivered physicians;Parks Thomas, C.;Doyle, E.;Kreiner, P.W.;Jones, C.M.;Dubenitz, J.;7;Drug and Alcohol Dependence;181;;;;;5-4-2017;;30-9-2017;2-10-2017;18-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.10.002;;;TRUE;2017
954318;CR;Predictors of treatment utilization and barriers to treatment utilization among individuals with lifetime cannabis use disorder in the United States;Kerridge, B.T.;Mauro, P.M.;Chou, S.P.;Saha, T.D.;Pickering, R.P.;8;Drug and Alcohol Dependence;181;;;;;29-6-2017;;28-9-2017;29-9-2017;18-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.032;;;TRUE;2017
87371;CR;The impact of long-term moderate and heavy alcohol consumption on incident atherosclerosis among persons living with HIV;Kelso-Chichetto, N.E.;Plankey, M.;Sheps, D.S.;Abraham, A.G.;Chen, X.;9;Drug and Alcohol Dependence;181;;;;;1-6-2017;;20-9-2017;26-9-2017;28-10-2017;https://doi.org/10.1016/j.drugalcdep.2017.09.034;;;TRUE;2017
499212;RR;Implicit and explicit influences of religious cognition on Dictator Game transfers;Billingsley, J.;Gomes, C.M.;McCullough, M.E.;;;3;Royal Society Open Science;5;8;;;;13-3-2018;;;26-7-2018;22-8-2018;https://doi.org/10.1098/rsos.170238;;;TRUE;2018
898267;CR;Is the eye-movement field confused about fixations and saccades? A survey among 124 researchers;Hessels, R.S.;Niehorster, D.C.;Nystrom, M.;Andersson, R.;Hooge, I.T.C.;5;Royal Society Open Science;5;8;;;;30-3-2018;;;6-8-2018;29-8-2018;https://doi.org/10.1098/rsos.180502;;;TRUE;2018
399528;CR;Data availability, reusability, and analytic reproducibility: evaluating the impact of a mandatory open data policy at the journal Cognition;Hardwicke, T.E.;Mathur, M.B.;MacDonald, K.;Nilsonne, G.;Banks, G.C.;14;Royal Society Open Science;5;8;;;;19-3-2018;;;25-6-2018;15-8-2018;https://doi.org/10.1098/rsos.180448;;;TRUE;2018
815818;CR;A Bruecke?Bartley effect for contrast;Solomon, J.A.;Tyler, C.W.;;;;2;Royal Society Open Science;5;8;;;;1-2-2018;;;6-7-2018;15-8-2018;https://doi.org/10.1098/rsos.180171;;;TRUE;2018
306653;CR;How does human motor cortex regulate vocal pitch in singers?;Belyk, M. ;Lee, Y.S.;Brown, S.;;;3;Royal Society Open Science;5;8;;;;14-12-2017;;;20-7-2018;15-8-2018;https://doi.org/10.1098/rsos.172208;;;TRUE;2018
524921;CR;Searching for the bottom of the ego well: failure to uncover ego depletion in Many Labs 3;Vadillo, M.A.;Gold, N.;Osman, M.;;;3;Royal Society Open Science;5;8;;;;9-3-2018;;;3-7-2018;8-8-2018;https://doi.org/10.1098/rsos.180390;;;TRUE;2018
211484;CR;The SNARC effect is associated with worse mathematical intelligence and poorer time estimation;Kramer, P.;Bressan, P.;Grassi, M.;;;3;Royal Society Open Science;5;8;;;;25-12-2017;;;10-7-2018;8-8-2018;https://doi.org/10.1098/rsos.172362;;;TRUE;2018
343453;CR;Two types of social grooming methods depending on the trade-off between the number and strength of social relationships;Takano, M.;;;;;1;Royal Society Open Science;5;8;;;;30-1-2018;;;25-6-2018;1-8-2018;https://doi.org/10.1098/rsos.180148;;;TRUE;2018
254472;CR;Experimentally induced social threat increases paranoid thinking;Saalfeld, V.;Ramadan, Z.;Bell, V.;Raihani, N.J.;;4;Royal Society Open Science;5;8;;;;12-4-2018;;;2-7-2018;1-8-2018;https://doi.org/10.1098/rsos.180569;;;TRUE;2018
610661;CR;How wide is the cone of direct gaze?;Balsdon, T.;Clifford, C.W.G.;;;;2;Royal Society Open Science;5;8;;;;13-2-2018;;;4-7-2018;1-8-2018;https://doi.org/10.1098/rsos.180249;;;TRUE;2018
580003;CR;Perceptions of newsworthiness are contaminated by a political usefulness bias;Pashler, H.;Heriot, G.;;;;2;Royal Society Open Science;5;8;;;;26-12-2017;;;4-7-2018;1-8-2018;https://doi.org/10.1098/rsos.172239;;;TRUE;2018
596901;CR;Are precues effective in proactively controlling taboo interference during speech production?;White, K.K.;Abrams, L.;Hsi, L.R.;Watkins, E.C.;;4;Cognition and Emotion;32;8;;;;27-7-2017;;;23-1-2018;7-2-2018;https://doi.org/10.1080/02699931.2018.1433637;;;TRUE;2018
264417;CR;Conflict-driven adaptive control is enhanced by integral negative emotion on a short time scale;Yang, Q.;Pourtois, G.;;;;2;Cognition and Emotion;32;8;;;;1-9-2017;;;24-1-2018;5-2-2018;https://doi.org/10.1080/02699931.2018.1434132;;;TRUE;2018
258624;CR;Intentional and automatic processing of numerical information in mathematical anxiety: testing the influence of emotional priming;Ashkenazi, S.;;;;;1;Cognition and Emotion;32;8;;;;16-10-2017;;;28-1-2018;5-2-2018;https://doi.org/10.1080/02699931.2018.1435504;;;TRUE;2018
530410;CR;Feeling low, thinking slow? Associations between situational cues, mood and cognitive function;von Stumm, S.;;;;;1;Cognition and Emotion;32;8;;;;10-5-2017;;;16-12-2017;1-2-2018;https://doi.org/10.1080/02699931.2017.1420632;;;TRUE;2018
790126;CR;Person perception from changing emotional expressions: primacy, recency, or averaging effect?;Fang, X.;van Kleef, G.A.;Sauter, D.A.;;;3;Cognition and Emotion;32;8;;;;9-6-2017;;;22-1-2018;1-2-2018;https://doi.org/10.1080/02699931.2018.1432476;;;TRUE;2018
497835;CR;Empathic accuracy: age differences from adolescence into middle adulthood;Kunzmann, U.;Wieck, C.;Dietzel, C.;;;3;Cognition and Emotion;32;8;;;;13-4-2017;;;26-11-2017;1-2-2018;https://doi.org/10.1080/02699931.2018.1433128;;;TRUE;2018
212366;RR;Of two minds or one? A registered replication of Rydell et al. (2006);Heycke, T.;Gehrmann, S.;Haaf, J.M.;Stahl, C.;;4;Cognition and Emotion;32;8;;;;9-11-2016;;;14-1-2018;31-1-2018;https://doi.org/10.1080/02699931.2018.1429389;;;TRUE;2018
688775;CR;Warm and touching tears: tearful individuals are perceived as warmer because we assume they feel moved and touched;Zickfeld, J.H.;Schubert, T.W.;;;;2;Cognition and Emotion;32;8;;;;1-9-2017;;;14-1-2018;31-1-2018;https://doi.org/10.1080/02699931.2018.1430556;;;TRUE;2018
900792;CR;Development and validation of a facial expression database based on the dimensional and categorical model of emotions;Fujimura, T.;Umemura, H.;;;;2;Cognition and Emotion;32;8;;;;4-3-2017;;;7-12-2017;15-1-2018;https://doi.org/10.1080/02699931.2017.1419936;;;TRUE;2018
5839;CR;Keeping the magic alive: social sharing of positive life experiences sustains happiness;Hovasapian, A.;Levine, L.J.;;;;2;Cognition and Emotion;32;8;;;;17-5-2017;;;18-12-2017;10-1-2018;https://doi.org/10.1080/02699931.2017.1422697;;;TRUE;2018
330488;CR;The influence of emotional cues on prospective memory: a systematic review with meta-analyses;Hostler, T.J.;Wood, C.;Armitage, C.J.;;;3;Cognition and Emotion;32;8;;;;28-7-2017;;;28-12-2017;10-1-2018;https://doi.org/10.1080/02699931.2017.1423280;;;TRUE;2018
251735;CR;Placebo effects in spider phobia: an eye-tracking experiment;Gremsl, A.;Schwab, D.;Hofler, C.;Schienle, A.;;4;Cognition and Emotion;32;8;;;;11-10-2017;;;20-12-2017;5-1-2018;https://doi.org/10.1080/02699931.2017.1422698;;;TRUE;2018
233170;CR;The social side of shame: approach versus withdrawal;de Hooge, I.;Breugelmans, S.M.;Wagemans, F.M.A.;Zeelenberg, M.;;4;Cognition and Emotion;32;8;;;;23-2-2017;;;19-12-2017;5-1-2018;https://doi.org/10.1080/02699931.2017.1422696;;;TRUE;2018
746748;CR;Differential response patterns to disgust-related pictures;Fink, J.;Buchta, F.;Exner, C.;;;3;Cognition and Emotion;32;8;;;;1-6-2017;;;20-12-2017;5-1-2018;https://doi.org/10.1080/02699931.2017.1423040;;;TRUE;2018
254542;CR;Dynamic processes in emotion regulation choice;Murphy, J.W.;Young, M.A.;;;;2;Cognition and Emotion;32;8;;;;13-2-2017;;;6-12-2017;27-12-2017;https://doi.org/10.1080/02699931.2017.1419935;;;TRUE;2017
244646;CR;Age differences in negative and positive expectancy bias in comorbid depression and anxiety;Tadic, D.;MacLeod, C.;Cabeleira, C.M.;Wuthrich, V.M.;Rapee, R.M.;6;Cognition and Emotion;32;8;;;;21-12-2016;;;22-11-2017;14-12-2017;https://doi.org/10.1080/02699931.2017.1414688;;;TRUE;2017
614542;CR;The nomological network of emotion knowledge and emotion understanding in adults: evidence from two new performance-based tests;Schlegel, K.;Scherer, K.R.;;;;2;Cognition and Emotion;32;8;;;;25-1-2017;;;30-11-2017;13-12-2017;https://doi.org/10.1080/02699931.2017.1414687;;;TRUE;2017
295633;RR;Online incidental statistical learning of audiovisual word sequences in adults: a registered report;Kuppuraj, S.;Duta, M.;Thompson, P.;Bishop, D.;;4;Royal Society Open Science;5;2;;;;20-10-2017;;;17-1-2018;21-2-2018;https://doi.org/10.1098/rsos.171678;;;TRUE;2018
558229;CR;Body odour disgust sensitivity predicts authoritarian attitudes;Liuzza, M.T.;Lindholm, T.;Hawley, C.B.;Senden, M.G.;Olofsson, J.K.;7;Royal Society Open Science;5;2;;;;8-8-2017;;;16-1-2018;28-2-2018;https://doi.org/10.1098/rsos.171091;https://osf.io/4w2nh/;;TRUE;2018
346792;CR;On gamesmen and fair men: explaining fairness in non-cooperative bargaining games;Suleiman, R.;;;;;1;Royal Society Open Science;5;2;;;;27-10-2017;;;18-1-2018;28-2-2018;https://doi.org/10.1098/rsos.171709;;;TRUE;2018
410873;CR;Natural variation in female reproductive hormones does not affect contrast sensitivity;Webb, A.L.M.;Hibbard, P.B.;OGorman, R.;;;3;Royal Society Open Science;5;2;;;;13-10-2017;;;18-1-2018;21-2-2018;https://doi.org/10.1098/rsos.170505;;;TRUE;2018
530566;CR;Scientific risk communication about controversial issues influences public perceptions of scientists? political orientations and credibility;Vraga, E.;Myers, T.;Kotcher, J.;Beall, L.;Maibach, E.;5;Royal Society Open Science;5;2;;;;16-5-2017;;;19-1-2018;21-2-2018;https://doi.org/10.1098/rsos.170505;;;TRUE;2018
236217;CR;Shared periodic performer movements coordinate interactions in duo improvisations;Eerola, T.;Jakubowski, K.;Moran, N.;Keller, P.E.;Clayton, M.;5;Royal Society Open Science;5;2;;;;30-9-2017;;;16-1-2018;21-2-2018;https://doi.org/10.1098/rsos.171520;;;TRUE;2018
